Time resolution is 1 ps
Block Memory Generator module hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst  is using a behavioral model for simulation which will not precisely model memory collision behavior.
blk_mem_gen_v8_4_5 collision detected at time: 7289910000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321280000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321290000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321300000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321310000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321320000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321330000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321340000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321350000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321360000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321370000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321380000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321390000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321400000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321410000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321420000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321430000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321440000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321450000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321460000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321470000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321480000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321490000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321500000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321510000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321520000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321530000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321540000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321550000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321560000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321570000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321580000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321590000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321600000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321610000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321620000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321630000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321640000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321650000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321660000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321670000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321680000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321690000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321700000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321710000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321720000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321730000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321740000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321750000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321760000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321770000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321780000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321790000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321800000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321810000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321820000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321830000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321840000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321850000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321860000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321870000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321880000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321890000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321900000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7321910000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353280000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353290000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353300000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353310000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353320000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353330000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353340000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353350000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353360000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353370000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353380000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353390000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353400000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353410000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353420000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353430000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353440000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353450000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353460000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353470000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353480000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353490000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353500000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353510000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353520000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353530000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353540000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353550000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353560000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353570000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353580000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353590000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353600000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353610000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353620000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353630000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353640000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353650000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353660000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353670000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353680000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353690000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353700000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353710000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353720000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353730000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353740000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353750000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353760000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353770000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353780000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353790000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353800000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353810000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353820000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
blk_mem_gen_v8_4_5 collision detected at time: 7353830000, Instance: hdmi_text_controller_tb.hdmi_text_controller_v1_0_inst.newblkmem.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst , A write address: 257, B read address: 257
